id,name,price,category,description,image_url,shopee_url,allow_booking,allow_order
kmo-115,ขึ้นแร็คท้ายใส่กระเป๋าปั้มลมLoboo - KTM 1290 ADV,0,rear,งานคัสตอม KMO สำหรับ KTM 1290 ADV รายการ: ขึ้นแร็คท้ายใส่กระเป๋าปั้มลมLoboo,assets/images/rack-rear-adv.jpg,,TRUE,TRUE
kmo-116,"แคชบาร์บนต่อเติม, ตัดขาตั้งเดี่ยว, ขาตั้งคู่, สปอร์ตไลท์, GPS X1S, ท่อ - Ktm 790 advปี2024",0,crashbar,"งานคัสตอม KMO สำหรับ Ktm 790 advปี2024 รายการ: แคชบาร์บนต่อเติม, ตัดขาตั้งเดี่ยว, ขาตั้งคู่, สปอร์ตไลท์, GPS X1S, ท่อ",assets/images/crashbar.jpg,,TRUE,TRUE
kmo-117,แคชบาร์ - Ktm790 790 adventure r,0,crashbar,งานคัสตอม KMO สำหรับ Ktm790 790 adventure r รายการ: แคชบาร์,assets/images/crashbar.jpg,,TRUE,TRUE
kmo-118,แคชบาร์ แร็คท้าย แคชบาร์ท้าย - Nmax Nmax2025,0,rear,งานคัสตอม KMO สำหรับ Nmax Nmax2025 รายการ: แคชบาร์ แร็คท้าย แคชบาร์ท้าย,assets/images/rack-rear-adv.jpg,,TRUE,TRUE
kmo-119,บาร์เสริมเบิกแมน 400 - Suzuki Burg man 400,0,accessory,งานคัสตอม KMO สำหรับ Suzuki Burg man 400 รายการ: บาร์เสริมเบิกแมน 400,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-120,แคชบาร์ชุดเต็ม (อาจมีแร็คท้าย แร็คข้าง กล่อง Shad23) - Suzuki Burgman 400,0,side,งานคัสตอม KMO สำหรับ Suzuki Burgman 400 รายการ: แคชบาร์ชุดเต็ม (อาจมีแร็คท้าย แร็คข้าง กล่อง Shad23),assets/images/rack-side.jpg,,TRUE,TRUE
kmo-121,บาร์เสริม เรือนไมล์ - Suzuki Burgman400,0,accessory,งานคัสตอม KMO สำหรับ Suzuki Burgman400 รายการ: บาร์เสริม เรือนไมล์,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-122,บาร์เสริมเบิกแมน - Suzuki Burgman400,0,accessory,งานคัสตอม KMO สำหรับ Suzuki Burgman400 รายการ: บาร์เสริมเบิกแมน,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-123,บาร์เสริมเบิกแมนด่วนจี๋ - Suzuki Burgman400,0,accessory,งานคัสตอม KMO สำหรับ Suzuki Burgman400 รายการ: บาร์เสริมเบิกแมนด่วนจี๋,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-124,แคชบาร์ - suzuki suzuki v-strom 800 de,0,crashbar,งานคัสตอม KMO สำหรับ suzuki suzuki v-strom 800 de รายการ: แคชบาร์,assets/images/crashbar.jpg,,TRUE,TRUE
kmo-125,แร็คข้างท้าย - Suzuki V-Strom800DE,0,side,งานคัสตอม KMO สำหรับ Suzuki V-Strom800DE รายการ: แร็คข้างท้าย,assets/images/rack-side.jpg,,TRUE,TRUE
kmo-126,ซ่อมแคชบาร์ - Suzuki Vstrom1000,0,crashbar,งานคัสตอม KMO สำหรับ Suzuki Vstrom1000 รายการ: ซ่อมแคชบาร์,assets/images/crashbar.jpg,,TRUE,TRUE
kmo-127,แรคท้าย แรคข้าง - suzuki vstrom650,0,accessory,งานคัสตอม KMO สำหรับ suzuki vstrom650 รายการ: แรคท้าย แรคข้าง,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-128,บาร์เสริมบนจอ - Suzuki เบิกแมน,0,accessory,งานคัสตอม KMO สำหรับ Suzuki เบิกแมน รายการ: บาร์เสริมบนจอ,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-129,บาร์เสริมหลังจอ - Suzuki เบิกแมน,0,accessory,งานคัสตอม KMO สำหรับ Suzuki เบิกแมน รายการ: บาร์เสริมหลังจอ,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-130,บาร์เสริมบนจอ - Suzuki เบิกแมน 400,0,accessory,งานคัสตอม KMO สำหรับ Suzuki เบิกแมน 400 รายการ: บาร์เสริมบนจอ,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-131,ชุดเต็ม - Suzuki เบิกแมน400,0,accessory,งานคัสตอม KMO สำหรับ Suzuki เบิกแมน400 รายการ: ชุดเต็ม,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-132,บาร์เสริมเรือนไมล์ - Suzuki เบิกแมน400,0,accessory,งานคัสตอม KMO สำหรับ Suzuki เบิกแมน400 รายการ: บาร์เสริมเรือนไมล์,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-133,แคชบาร์ สีฟ้า - Suzuki GSX 8s 2022,0,crashbar,งานคัสตอม KMO สำหรับ Suzuki GSX 8s 2022 รายการ: แคชบาร์ สีฟ้า,assets/images/crashbar.jpg,,TRUE,TRUE
kmo-134,แร็คท้าย - suzuki vstrom 250 sx ปี 2026,0,rear,งานคัสตอม KMO สำหรับ suzuki vstrom 250 sx ปี 2026 รายการ: แร็คท้าย,assets/images/rack-rear-adv.jpg,,TRUE,TRUE
kmo-135,เข้าไปแก้ไข บาร์เสริมกลางแฮนด์ - SUZUKU BURGMAN400,0,accessory,งานคัสตอม KMO สำหรับ SUZUKU BURGMAN400 รายการ: เข้าไปแก้ไข บาร์เสริมกลางแฮนด์,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-136,แร็คข้างติดปี๊บ สีดำ - Tiger sport 660,0,side,งานคัสตอม KMO สำหรับ Tiger sport 660 รายการ: แร็คข้างติดปี๊บ สีดำ,assets/images/rack-side.jpg,,TRUE,TRUE
kmo-137,ซ่อมเคสบาร์/ทำสี ดำ - Tnt 600gt / ทัวริ่ง,0,service,งานคัสตอม KMO สำหรับ Tnt 600gt / ทัวริ่ง รายการ: ซ่อมเคสบาร์/ทำสี ดำ,assets/images/service.jpg,,TRUE,TRUE
kmo-138,ทำแร็คข้าง แคชบาร์ - triumph scrambler 1200,0,side,งานคัสตอม KMO สำหรับ triumph scrambler 1200 รายการ: ทำแร็คข้าง แคชบาร์,assets/images/rack-side.jpg,,TRUE,TRUE
kmo-139,แร็คท้าย - triumph thruxton r 1200,0,rear,งานคัสตอม KMO สำหรับ triumph thruxton r 1200 รายการ: แร็คท้าย,assets/images/rack-rear-adv.jpg,,TRUE,TRUE
kmo-140,"แคชบาร์, แร็คท้าย - triumph trident 660",0,rear,"งานคัสตอม KMO สำหรับ triumph trident 660 รายการ: แคชบาร์, แร็คท้าย",assets/images/rack-rear-adv.jpg,,TRUE,TRUE
kmo-141,แร็คท้าย - Triumph Trident 660,0,rear,งานคัสตอม KMO สำหรับ Triumph Trident 660 รายการ: แร็คท้าย,assets/images/rack-rear-adv.jpg,,TRUE,TRUE
kmo-142,แร็คท้าย - Vespa GTS300,0,rear,งานคัสตอม KMO สำหรับ Vespa GTS300 รายการ: แร็คท้าย,assets/images/rack-rear-adv.jpg,,TRUE,TRUE
kmo-143,ทำแร็คท้ายแบบสไลด์เข้าออกได้ - Vespa primavera 150,0,rear,งานคัสตอม KMO สำหรับ Vespa primavera 150 รายการ: ทำแร็คท้ายแบบสไลด์เข้าออกได้,assets/images/rack-rear-adv.jpg,,TRUE,TRUE
kmo-144,แร็คท้ายพับได้ + แร็คข้าง - Xsr155/ 2025,0,side,งานคัสตอม KMO สำหรับ Xsr155/ 2025 รายการ: แร็คท้ายพับได้ + แร็คข้าง,assets/images/rack-side.jpg,,TRUE,TRUE
kmo-145,แคชบาร์ + ไฟสปอร์ตไลท์ Future eyes X80 - Yadea GT80,0,crashbar,งานคัสตอม KMO สำหรับ Yadea GT80 รายการ: แคชบาร์ + ไฟสปอร์ตไลท์ Future eyes X80,assets/images/crashbar.jpg,,TRUE,TRUE
kmo-146,แคชบาร์ - Yamaha Bolt r 950,0,crashbar,งานคัสตอม KMO สำหรับ Yamaha Bolt r 950 รายการ: แคชบาร์,assets/images/crashbar.jpg,,TRUE,TRUE
kmo-147,ติดตั้งแร็คข้าง กล่องข้าง และกล่องท้าย - yamaha exciter abs 2024,0,side,งานคัสตอม KMO สำหรับ yamaha exciter abs 2024 รายการ: ติดตั้งแร็คข้าง กล่องข้าง และกล่องท้าย,assets/images/rack-side.jpg,,TRUE,TRUE
kmo-148,แก้ไขจุดยึดแร็คท้าย เซอร์วิสแคชบาร์ - Yamaha MT-03,0,rear,งานคัสตอม KMO สำหรับ Yamaha MT-03 รายการ: แก้ไขจุดยึดแร็คท้าย เซอร์วิสแคชบาร์,assets/images/rack-rear-adv.jpg,,TRUE,TRUE
kmo-149,แร็คท้าย - Yamaha Mt-09,0,rear,งานคัสตอม KMO สำหรับ Yamaha Mt-09 รายการ: แร็คท้าย,assets/images/rack-rear-adv.jpg,,TRUE,TRUE
kmo-150,แร็คท้าย - Yamaha RXK,0,rear,งานคัสตอม KMO สำหรับ Yamaha RXK รายการ: แร็คท้าย,assets/images/rack-rear-adv.jpg,,TRUE,TRUE
kmo-151,ทั้ง3อย่าง - Yamaha Tracer 9gt 2026,0,accessory,งานคัสตอม KMO สำหรับ Yamaha Tracer 9gt 2026 รายการ: ทั้ง3อย่าง,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-152,แคชบาร์ - Yamaha Tracer900gt,0,crashbar,งานคัสตอม KMO สำหรับ Yamaha Tracer900gt รายการ: แคชบาร์,assets/images/crashbar.jpg,,TRUE,TRUE
kmo-153,บาร์เสริมยาว ตรงรุ่น Xmax - Yamaha Xmax,0,accessory,งานคัสตอม KMO สำหรับ Yamaha Xmax รายการ: บาร์เสริมยาว ตรงรุ่น Xmax,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-154,แคชบาร์ v1 - Yamaha Xmax,0,crashbar,งานคัสตอม KMO สำหรับ Yamaha Xmax รายการ: แคชบาร์ v1,assets/images/crashbar.jpg,,TRUE,TRUE
kmo-155,แคชบาร์ Xmax V.2 - Yamaha Xmax,0,crashbar,งานคัสตอม KMO สำหรับ Yamaha Xmax รายการ: แคชบาร์ Xmax V.2,assets/images/crashbar.jpg,,TRUE,TRUE
kmo-156,แคชบาร์หน้างอ - Yamaha Xmax,0,crashbar,งานคัสตอม KMO สำหรับ Yamaha Xmax รายการ: แคชบาร์หน้างอ,assets/images/crashbar.jpg,,TRUE,TRUE
kmo-157,เอ็กแม็ก วี1 - Yamaha Xmax300,0,accessory,งานคัสตอม KMO สำหรับ Yamaha Xmax300 รายการ: เอ็กแม็ก วี1,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-158,แร็คข้าง - Yamaha Xmax300,0,side,งานคัสตอม KMO สำหรับ Yamaha Xmax300 รายการ: แร็คข้าง,assets/images/rack-side.jpg,,TRUE,TRUE
kmo-159,บาร์เสริมสำหรับติด จอgps - Yamaha Xsr900,0,accessory,งานคัสตอม KMO สำหรับ Yamaha Xsr900 รายการ: บาร์เสริมสำหรับติด จอgps,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-160,v1 - Yamaha เอ็กแม็ก300,0,accessory,งานคัสตอม KMO สำหรับ Yamaha เอ็กแม็ก300 รายการ: v1,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-161,แร็คท้าย - ZONGSHEN Cyclone mini panda,0,rear,งานคัสตอม KMO สำหรับ ZONGSHEN Cyclone mini panda รายการ: แร็คท้าย,assets/images/rack-rear-adv.jpg,,TRUE,TRUE
kmo-162,บังท่อ - Zontes 350E,0,accessory,งานคัสตอม KMO สำหรับ Zontes 350E รายการ: บังท่อ,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-163,แคชบาร์ - Zontes 350E,0,crashbar,งานคัสตอม KMO สำหรับ Zontes 350E รายการ: แคชบาร์,assets/images/crashbar.jpg,,TRUE,TRUE
kmo-164,"แร็คท้าย,แร็คข้าง - Zontes 350E",0,side,"งานคัสตอม KMO สำหรับ Zontes 350E รายการ: แร็คท้าย,แร็คข้าง",assets/images/rack-side.jpg,,TRUE,TRUE
kmo-165,เเคชบาร์หน้า - Zontes 368d,0,accessory,งานคัสตอม KMO สำหรับ Zontes 368d รายการ: เเคชบาร์หน้า,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-166,n1go 2610+บาร์เสริม 690+ปลั๊ก 250 - Zontes 368G,0,accessory,งานคัสตอม KMO สำหรับ Zontes 368G รายการ: n1go 2610+บาร์เสริม 690+ปลั๊ก 250,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-167,ดัดแครชบาร์ - Zontes 368G,0,crashbar,งานคัสตอม KMO สำหรับ Zontes 368G รายการ: ดัดแครชบาร์,assets/images/crashbar.jpg,,TRUE,TRUE
kmo-168,แร็คข้าง - zontes 368g,0,side,งานคัสตอม KMO สำหรับ zontes 368g รายการ: แร็คข้าง,assets/images/rack-side.jpg,,TRUE,TRUE
kmo-169,แร็คทัาย + แร็คข้าง - Zontes 368g,0,side,งานคัสตอม KMO สำหรับ Zontes 368g รายการ: แร็คทัาย + แร็คข้าง,assets/images/rack-side.jpg,,TRUE,TRUE
kmo-170,เเร็คท้าย เเร็คข้าง ตัวค้ำโช๊คเเร็คท้าย - Zontes 368G V2 2026 Zontes 368G V2 2026,0,rear,งานคัสตอม KMO สำหรับ Zontes 368G V2 2026 Zontes 368G V2 2026 รายการ: เเร็คท้าย เเร็คข้าง ตัวค้ำโช๊คเเร็คท้าย,assets/images/rack-rear-adv.jpg,,TRUE,TRUE
kmo-171,ที่ค้ำแร็คหลัง /สีเหมือนบาร์ด้านหน้า - Zontes368G,0,rear,งานคัสตอม KMO สำหรับ Zontes368G รายการ: ที่ค้ำแร็คหลัง /สีเหมือนบาร์ด้านหน้า,assets/images/rack-rear-adv.jpg,,TRUE,TRUE
kmo-172,แคชบาร์หน้า - คาวาซากิ คาวาซากิKLR650,0,crashbar,งานคัสตอม KMO สำหรับ คาวาซากิ คาวาซากิKLR650 รายการ: แคชบาร์หน้า,assets/images/crashbar.jpg,,TRUE,TRUE
kmo-173,ดำ - อื่นๆ ซอนเทส368จี,0,accessory,งานคัสตอม KMO สำหรับ อื่นๆ ซอนเทส368จี รายการ: ดำ,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-174,ปี๊บ 38 - อื่นๆ ซอนเทส368จี,0,accessory,งานคัสตอม KMO สำหรับ อื่นๆ ซอนเทส368จี รายการ: ปี๊บ 38,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-175,ค้ำแร็คท้าย - เวฟ125x ปี2007,0,rear,งานคัสตอม KMO สำหรับ เวฟ125x ปี2007 รายการ: ค้ำแร็คท้าย,assets/images/rack-rear-adv.jpg,,TRUE,TRUE
kmo-other-001,แคชบาร์ท้าย ADV 350 - Honda ADV 350,0,crashbar,งานคัสตอม KMO สำหรับ Honda ADV 350 รายการ: แคชบาร์ท้าย ADV 350,assets/images/crashbar.jpg,,TRUE,TRUE
kmo-other-002,แคชบาร์ท้าย ADV350 ดำเงา - Honda ADV 350,0,crashbar,งานคัสตอม KMO สำหรับ Honda ADV 350 รายการ: แคชบาร์ท้าย ADV350 ดำเงา,assets/images/crashbar.jpg,,TRUE,TRUE
kmo-other-003,อื่นๆ (จอ Motovision x1s ) - Honda ADV350,0,accessory,งานคัสตอม KMO สำหรับ Honda ADV350 รายการ: อื่นๆ (จอ Motovision x1s ),assets/images/spotlight.jpg,,TRUE,TRUE
kmo-other-004,แคชบาร์หน้า + แคชบาร์ท้าย ADV350 - Honda ADV350,0,crashbar,งานคัสตอม KMO สำหรับ Honda ADV350 รายการ: แคชบาร์หน้า + แคชบาร์ท้าย ADV350,assets/images/crashbar.jpg,,TRUE,TRUE
kmo-other-005,น็อตชิว - Honda Adv350,0,accessory,งานคัสตอม KMO สำหรับ Honda Adv350 รายการ: น็อตชิว,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-other-006,แคชบาร์ท้าย - Honda Adv350,0,crashbar,งานคัสตอม KMO สำหรับ Honda Adv350 รายการ: แคชบาร์ท้าย,assets/images/crashbar.jpg,,TRUE,TRUE
kmo-other-007,แคชบาร์ท้ายเอดีวี350 - Honda Adv350,0,crashbar,งานคัสตอม KMO สำหรับ Honda Adv350 รายการ: แคชบาร์ท้ายเอดีวี350,assets/images/crashbar.jpg,,TRUE,TRUE
kmo-other-008,พักเท้าcrf - Honda CRF 300R,0,accessory,งานคัสตอม KMO สำหรับ Honda CRF 300R รายการ: พักเท้าcrf,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-other-009,พักเท้าCRF - Honda CRF300,0,accessory,งานคัสตอม KMO สำหรับ Honda CRF300 รายการ: พักเท้าCRF,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-other-010,อื่นๆ (กระเป๋าหลัง Shad tr50) - Honda CRF300RALLY,0,accessory,งานคัสตอม KMO สำหรับ Honda CRF300RALLY รายการ: อื่นๆ (กระเป๋าหลัง Shad tr50),assets/images/spotlight.jpg,,TRUE,TRUE
kmo-other-011,อื่นๆ (พักเท้าคนซ้อน) - Honda Crf300rally,0,accessory,งานคัสตอม KMO สำหรับ Honda Crf300rally รายการ: อื่นๆ (พักเท้าคนซ้อน),assets/images/spotlight.jpg,,TRUE,TRUE
kmo-other-012,อื่นๆ (พักเท้าหน้า) - Honda Lead125,0,accessory,งานคัสตอม KMO สำหรับ Honda Lead125 รายการ: อื่นๆ (พักเท้าหน้า),assets/images/spotlight.jpg,,TRUE,TRUE
kmo-other-013,อื่นๆ (คำท้าย NX500 แบบใหม่) - Honda NX500,0,accessory,งานคัสตอม KMO สำหรับ Honda NX500 รายการ: อื่นๆ (คำท้าย NX500 แบบใหม่),assets/images/spotlight.jpg,,TRUE,TRUE
kmo-other-014,อื่นๆ (ชิวหน้าพร้อมบาร์ยึด) - Honda WAVE125R,0,accessory,งานคัสตอม KMO สำหรับ Honda WAVE125R รายการ: อื่นๆ (ชิวหน้าพร้อมบาร์ยึด),assets/images/spotlight.jpg,,TRUE,TRUE
kmo-other-015,อื่นๆ (แคชบาร์ 4 ชุด) - Honda adv350,0,crashbar,งานคัสตอม KMO สำหรับ Honda adv350 รายการ: อื่นๆ (แคชบาร์ 4 ชุด),assets/images/crashbar.jpg,,TRUE,TRUE
kmo-other-016,อื่นๆ (ปิ๊บหลัง 55 F2Moto สีดำ) - Honda cb650r อีครัช 2024,0,accessory,งานคัสตอม KMO สำหรับ Honda cb650r อีครัช 2024 รายการ: อื่นๆ (ปิ๊บหลัง 55 F2Moto สีดำ),assets/images/spotlight.jpg,,TRUE,TRUE
kmo-other-017,อื่นๆ (ชิวหน้า) - Honda wave 125 2023,0,accessory,งานคัสตอม KMO สำหรับ Honda wave 125 2023 รายการ: อื่นๆ (ชิวหน้า),assets/images/spotlight.jpg,,TRUE,TRUE
kmo-other-018,พักเท้าจีออโน่ - Honda จีออโน่,0,accessory,งานคัสตอม KMO สำหรับ Honda จีออโน่ รายการ: พักเท้าจีออโน่,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-other-019,พักเท้าหน้า 1 ชุด - Honda จีออโน่,0,accessory,งานคัสตอม KMO สำหรับ Honda จีออโน่ รายการ: พักเท้าหน้า 1 ชุด,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-other-020,แคชบาร์ข้าง! ฟอซ่า - Honda ฟอซ่า 350,0,crashbar,งานคัสตอม KMO สำหรับ Honda ฟอซ่า 350 รายการ: แคชบาร์ข้าง! ฟอซ่า,assets/images/crashbar.jpg,,TRUE,TRUE
